reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,theia_Prediction,BEC-Pred_Prediction,ec
47725,,,,,,,,,,,,,,,,,,4.4.1,4.3.2.7,3.4.19,4.4.1,4.3.2.7,3.4.19,4.4.1,4.3.2.7,3.4.19,2.3.2.2;2.5.1.151;2.5.1.18,"4.3.2,0.22689923644065857;6.3.2,0.18760113418102264;3.4.19,0.10370921343564987;5.1.1,0.10165539383888245;3.4.17,0.09985684603452682",4.4.1,4.3.2.7,3.4.19,2.3.2.2;2.5.1.151;2.5.1.18,4.3.2;6.3.2;3.4.19;5.1.1;3.4.17,4.4.1,4.3.2.7,3.4.19,2.3.2.2;2.5.1.151;2.5.1.18,4.3.2;6.3.2;3.4.19;5.1.1;3.4.17,4.4.1,4.3.2.7,3.4.19,2.3.2.2;2.5.1.151;2.5.1.18,4.3.2;6.3.2;3.4.19;5.1.1;3.4.17,4.4.1,4.3.2.7,3.4.19,2.3.2.2;2.5.1.151;2.5.1.18,4.3.2;6.3.2;3.4.19;5.1.1;3.4.17,4.4.1,4.3.2.7
48313,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13.208;1.6.3.2;1.3.1.38;1.3.1.8;1.3.1.93;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.14.13.237;1.14.13.54;1.14.13.240;1.14.14.1,"1.14.13,0.8185004591941833;1.2.1,0.04481664299964905;1.3.1,0.04384222626686096;1.14.12,0.039735861122608185;1.14.19,0.02662108652293682",1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13.208;1.6.3.2;1.3.1.38;1.3.1.8;1.3.1.93;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.14.13.237;1.14.13.54;1.14.13.240;1.14.14.1,1.14.13;1.2.1;1.3.1;1.14.12;1.14.19,1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13.208;1.6.3.2;1.3.1.38;1.3.1.8;1.3.1.93;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.14.13.237;1.14.13.54;1.14.13.240;1.14.14.1,1.14.13;1.2.1;1.3.1;1.14.12;1.14.19,1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13.208;1.6.3.2;1.3.1.38;1.3.1.8;1.3.1.93;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.14.13.237;1.14.13.54;1.14.13.240;1.14.14.1,1.14.13;1.2.1;1.3.1;1.14.12;1.14.19,1.14.13,1.14.13.208,1.14.13;1.3.1,1.14.13.208;1.6.3.2;1.3.1.38;1.3.1.8;1.3.1.93;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.14.13.237;1.14.13.54;1.14.13.240;1.14.14.1,1.14.13;1.2.1;1.3.1;1.14.12;1.14.19,1.14.13,1.14.13.208
48581,,,,,,,,,,,,,,,,,,4.2.3,2.7.4.28,7.1.3,4.2.3,2.7.4.28,7.1.3,4.2.3,2.7.4.28,7.1.3,2.7.4.28,"2.7.11,0.49240294098854065;2.7.7,0.24910348653793335;2.7.4,0.10497915744781494;3.6.1,0.08629920333623886;2.7.1,0.020309044048190117",2.5.1,2.7.4.28,7.1.3,2.7.4.28,2.7.11;2.7.7;2.7.4;3.6.1;2.7.1,2.5.1,2.7.4.28,7.1.3,2.7.4.28,2.7.11;2.7.7;2.7.4;3.6.1;2.7.1,2.5.1,2.7.4.28,7.1.3,2.7.4.28,2.7.11;2.7.7;2.7.4;3.6.1;2.7.1,2.5.1,2.7.4.28,7.1.3,2.7.4.28,2.7.11;2.7.7;2.7.4;3.6.1;2.7.1,2.5.1,2.7.4.28
48681,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.330,1.1.1,1.1.1,1.1.1.330,1.1.1,1.1.1,1.1.1.330,1.1.1,1.1.1.330|1.1.1.36;2.3.1.119;2.3.1.41|2.3.1.85;2.3.1.41;2.3.1.236;2.3.1.290;2.3.1.289;2.3.1.237;2.3.1.239;2.3.1.165;2.3.1.295;2.3.1.86;2.3.1.161;2.3.1.94;1.1.1.34,"1.1.1,0.9594799876213074;1.3.1,0.01601170375943184;1.2.1,0.008459390141069889;1.17.1,0.004927408415824175;1.5.1,0.0015819496475160122",1.1.1,1.1.1.330,1.1.1,1.1.1.330|1.1.1.36;2.3.1.119;2.3.1.41|2.3.1.85;2.3.1.41;2.3.1.236;2.3.1.290;2.3.1.289;2.3.1.237;2.3.1.239;2.3.1.165;2.3.1.295;2.3.1.86;2.3.1.161;2.3.1.94;1.1.1.34,1.1.1;1.3.1;1.2.1;1.17.1;1.5.1,1.1.1,1.1.1.330,1.1.1,1.1.1.330|1.1.1.36;2.3.1.119;2.3.1.41|2.3.1.85;2.3.1.41;2.3.1.236;2.3.1.290;2.3.1.289;2.3.1.237;2.3.1.239;2.3.1.165;2.3.1.295;2.3.1.86;2.3.1.161;2.3.1.94;1.1.1.34,1.1.1;1.3.1;1.2.1;1.17.1;1.5.1,1.1.1,1.1.1.330,1.1.1,1.1.1.330|1.1.1.36;2.3.1.119;2.3.1.41|2.3.1.85;2.3.1.41;2.3.1.236;2.3.1.290;2.3.1.289;2.3.1.237;2.3.1.239;2.3.1.165;2.3.1.295;2.3.1.86;2.3.1.161;2.3.1.94;1.1.1.34,1.1.1;1.3.1;1.2.1;1.17.1;1.5.1,1.1.1,1.1.1.330,1.1.1,1.1.1.330|1.1.1.36;2.3.1.119;2.3.1.41|2.3.1.85;2.3.1.41;2.3.1.236;2.3.1.290;2.3.1.289;2.3.1.237;2.3.1.239;2.3.1.165;2.3.1.295;2.3.1.86;2.3.1.161;2.3.1.94;1.1.1.34,1.1.1;1.3.1;1.2.1;1.17.1;1.5.1,1.1.1,1.1.1.330
48749,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.403,1.1.1,1.1.1,1.1.1.403,1.1.1,1.1.1,1.1.1.403,1.1.1,1.1.1.14|1.1.1.M29;1.1.1.10;1.1.1.162;1.6.5.4;1.1.1.14|1.1.1.56;1.1.1.12;1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.11;1.1.1.125|1.1.1.127;1.1.1.389;1.11.1.1|1.14.12.17;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,"1.1.1,0.9947749376296997;1.17.1,0.0012436476536095142;1.2.1,0.0005820387741550803;1.12.1,0.0004991084570065141;1.16.1,0.00047649204498156905",1.1.1,1.1.1.403,1.1.1,1.1.1.14|1.1.1.M29;1.1.1.10;1.1.1.162;1.6.5.4;1.1.1.14|1.1.1.56;1.1.1.12;1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.11;1.1.1.125|1.1.1.127;1.1.1.389;1.11.1.1|1.14.12.17;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.1.1;1.17.1;1.2.1;1.12.1;1.16.1,1.1.1,1.1.1.403,1.1.1,1.1.1.14|1.1.1.M29;1.1.1.10;1.1.1.162;1.6.5.4;1.1.1.14|1.1.1.56;1.1.1.12;1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.11;1.1.1.125|1.1.1.127;1.1.1.389;1.11.1.1|1.14.12.17;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.1.1;1.17.1;1.2.1;1.12.1;1.16.1,1.1.1,1.1.1.403,1.1.1,1.1.1.14|1.1.1.M29;1.1.1.10;1.1.1.162;1.6.5.4;1.1.1.14|1.1.1.56;1.1.1.12;1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.11;1.1.1.125|1.1.1.127;1.1.1.389;1.11.1.1|1.14.12.17;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.1.1;1.17.1;1.2.1;1.12.1;1.16.1,1.1.1,1.1.1.403,1.1.1,1.1.1.14|1.1.1.M29;1.1.1.10;1.1.1.162;1.6.5.4;1.1.1.14|1.1.1.56;1.1.1.12;1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.11;1.1.1.125|1.1.1.127;1.1.1.389;1.11.1.1|1.14.12.17;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.1.1;1.17.1;1.2.1;1.12.1;1.16.1,1.1.1,1.1.1.403
48877,,,,,,,,,,,,,,,,,,3.2.1,3.2.1.169,3.2.1,3.2.1,3.2.1.169,3.2.1,3.2.1,3.2.1.169,3.2.1,3.2.1.169;3.2.1.49;3.2.1.52;3.2.1.50,"3.2.1,0.9955593347549438;3.2.2,0.0007894219015724957;5.1.3,0.0007554313051514328;2.3.1,0.0005325230304151773;5.4.99,0.00037664928822778165",3.2.1,3.2.1.169,3.2.1,3.2.1.169;3.2.1.49;3.2.1.52;3.2.1.50,3.2.1;3.2.2;5.1.3;2.3.1;5.4.99,3.2.1,3.2.1.169,3.2.1,3.2.1.169;3.2.1.49;3.2.1.52;3.2.1.50,3.2.1;3.2.2;5.1.3;2.3.1;5.4.99,3.2.1,3.2.1.169,3.2.1,3.2.1.169;3.2.1.49;3.2.1.52;3.2.1.50,3.2.1;3.2.2;5.1.3;2.3.1;5.4.99,3.2.1,3.2.1.169,3.2.1,3.2.1.169;3.2.1.49;3.2.1.52;3.2.1.50,3.2.1;3.2.2;5.1.3;2.3.1;5.4.99,3.2.1,3.2.1.169
48957,,,,,,,,,,,,,,,,,,1.5.3,1.11.1.8,,1.5.3,1.11.1.8,,1.5.3,1.11.1.8,,1.11.1.8;1.21.1.1|1.22.1.1;2.5.1.18,"1.11.1,0.5364192724227905;1.11.2,0.30839651823043823;1.15.1,0.029575837776064873;1.8.3,0.022978780791163445;1.17.3,0.022971736267209053",1.4.3,1.11.1.8,,1.11.1.8;1.21.1.1|1.22.1.1;2.5.1.18,1.11.1;1.11.2;1.15.1;1.8.3;1.17.3,1.4.3,1.11.1.8,,1.11.1.8;1.21.1.1|1.22.1.1;2.5.1.18,1.11.1;1.11.2;1.15.1;1.8.3;1.17.3,1.4.3,1.11.1.8,,1.11.1.8;1.21.1.1|1.22.1.1;2.5.1.18,1.11.1;1.11.2;1.15.1;1.8.3;1.17.3,1.11.1,1.11.1.8,,1.11.1.8;1.21.1.1|1.22.1.1;2.5.1.18,1.11.1;1.11.2;1.15.1;1.8.3;1.17.3,1.11.1,1.11.1.8
49053,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13.216;1.6.3.2;1.14.13.87;1.14.13.223;1.6.5.4;1.14.12.10;1.14.13.113;1.14.13.26;1.14.13.25;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,"1.14.13,0.9993366599082947;4.1.99,0.0005137997795827687;1.14.19,4.777970752911642e-05;1.14.12,2.8538730475702323e-05;1.13.11,1.8658984117791988e-05",1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13.216;1.6.3.2;1.14.13.87;1.14.13.223;1.6.5.4;1.14.12.10;1.14.13.113;1.14.13.26;1.14.13.25;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.14.13;4.1.99;1.14.19;1.14.12;1.13.11,1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13.216;1.6.3.2;1.14.13.87;1.14.13.223;1.6.5.4;1.14.12.10;1.14.13.113;1.14.13.26;1.14.13.25;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.14.13;4.1.99;1.14.19;1.14.12;1.13.11,1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13.216;1.6.3.2;1.14.13.87;1.14.13.223;1.6.5.4;1.14.12.10;1.14.13.113;1.14.13.26;1.14.13.25;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.14.13;4.1.99;1.14.19;1.14.12;1.13.11,1.14.13,1.14.13.216,1.14.13;1.3.1,1.14.13.216;1.6.3.2;1.14.13.87;1.14.13.223;1.6.5.4;1.14.12.10;1.14.13.113;1.14.13.26;1.14.13.25;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.14.13;4.1.99;1.14.19;1.14.12;1.13.11,1.14.13,1.14.13.216
49257,,,,,,,,,,,,,,,,,,2.7.1,2.7.1.203,2.7.1,2.7.1,2.7.1.203,2.7.1,2.7.1,2.7.1.203,2.7.1,2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;2.7.1.204;2.7.1.194|2.7.1.69;3.9.1.3;2.7.1.12;3.1.3|3.1.3.-|3.1.3.104|3.1.3.2|3.1.3.29,"2.7.1,0.9958403706550598;5.4.2,0.0022278381511569023;2.7.13,0.0013876404846087098;2.7.9,0.00014162978914100677;3.9.1,0.0001287970953853801",2.7.1,2.7.1.203,2.7.1,2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;2.7.1.204;2.7.1.194|2.7.1.69;3.9.1.3;2.7.1.12;3.1.3|3.1.3.-|3.1.3.104|3.1.3.2|3.1.3.29,2.7.1;5.4.2;2.7.13;2.7.9;3.9.1,2.7.1,2.7.1.203,2.7.1,2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;2.7.1.204;2.7.1.194|2.7.1.69;3.9.1.3;2.7.1.12;3.1.3|3.1.3.-|3.1.3.104|3.1.3.2|3.1.3.29,2.7.1;5.4.2;2.7.13;2.7.9;3.9.1,2.7.1,2.7.1.203,2.7.1,2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;2.7.1.204;2.7.1.194|2.7.1.69;3.9.1.3;2.7.1.12;3.1.3|3.1.3.-|3.1.3.104|3.1.3.2|3.1.3.29,2.7.1;5.4.2;2.7.13;2.7.9;3.9.1,2.7.1,2.7.1.203,2.7.1,2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;2.7.1.204;2.7.1.194|2.7.1.69;3.9.1.3;2.7.1.12;3.1.3|3.1.3.-|3.1.3.104|3.1.3.2|3.1.3.29,2.7.1;5.4.2;2.7.13;2.7.9;3.9.1,2.7.1,2.7.1.203
49281,,,,,,,,,,,,,,,,,,1.14.14,1.14.14.20,1.14.14,1.14.14,1.14.14.20,1.14.14,1.14.14,1.14.14.20,1.14.14,1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.20;1.14.14.27;1.14.14.9;1.14.19.9;1.2.99.7;2.1.1.74,"1.14.19,0.6955955028533936;1.14.14,0.20537365972995758;1.3.8,0.027693890035152435;1.5.8,0.020565224811434746;1.17.8,0.017084138467907906",1.14.14,1.14.14.20,1.14.14,1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.20;1.14.14.27;1.14.14.9;1.14.19.9;1.2.99.7;2.1.1.74,1.14.19;1.14.14;1.3.8;1.5.8;1.17.8,1.14.14,1.14.14.20,1.14.14,1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.20;1.14.14.27;1.14.14.9;1.14.19.9;1.2.99.7;2.1.1.74,1.14.19;1.14.14;1.3.8;1.5.8;1.17.8,1.14.14,1.14.14.20,1.14.14,1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.20;1.14.14.27;1.14.14.9;1.14.19.9;1.2.99.7;2.1.1.74,1.14.19;1.14.14;1.3.8;1.5.8;1.17.8,1.14.14,1.14.14.20,1.14.14,1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.20;1.14.14.27;1.14.14.9;1.14.19.9;1.2.99.7;2.1.1.74,1.14.19;1.14.14;1.3.8;1.5.8;1.17.8,1.14.14,1.14.14.20
49457,,,,,,,,,,,,,,,,,,3.5.1,3.3.2.15,4.1.3,3.5.1,3.3.2.15,4.1.3,3.5.1,3.3.2.15,4.1.3,2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,"4.1.3,0.6610507965087891;3.7.1,0.048823870718479156;4.4.1,0.04444984719157219;4.1.2,0.03387518227100372;3.3.2,0.020555518567562103",3.1.1,3.3.2.15,4.1.3,2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,4.1.3;3.7.1;4.4.1;4.1.2;3.3.2,3.1.1,3.3.2.15,4.1.3,2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,4.1.3;3.7.1;4.4.1;4.1.2;3.3.2,3.1.1,3.3.2.15,4.1.3,2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,4.1.3;3.7.1;4.4.1;4.1.2;3.3.2,3.3.2,3.3.2.15,4.1.3,2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,4.1.3;3.7.1;4.4.1;4.1.2;3.3.2,3.3.2,3.3.2.15
49569,,,,,,,,,,,,,,,,,,4.4.1,4.4.1.34,,4.4.1,4.4.1.34,,4.4.1,4.4.1.34,,2.5.1.151;2.5.1.18,"4.4.1,0.6949809193611145;5.4.4,0.05203121528029442;2.5.1,0.031240517273545265;3.13.2,0.025467388331890106;1.13.11,0.019032709300518036",4.4.1,4.4.1.34,,2.5.1.151;2.5.1.18,4.4.1;5.4.4;2.5.1;3.13.2;1.13.11,4.4.1,4.4.1.34,,2.5.1.151;2.5.1.18,4.4.1;5.4.4;2.5.1;3.13.2;1.13.11,4.4.1,4.4.1.34,,2.5.1.151;2.5.1.18,4.4.1;5.4.4;2.5.1;3.13.2;1.13.11,2.3.2,4.4.1.34,,2.5.1.151;2.5.1.18,4.4.1;5.4.4;2.5.1;3.13.2;1.13.11,2.3.2,4.4.1.34
49653,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.224,1.14.13,1.14.13,1.14.13.224,1.14.13,1.14.13,1.14.13.224,1.14.13,1.14.13.-|1.14.13.224;1.6.3.2;1.14.13.223;1.14.13.87;1.14.13.69;1.14.12.10;1.6.5.4;1.14.13.113;1.14.13.25;1.14.13.26;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.14.13.225;1.14.14.43|1.14.14.45;1.14.13.240;1.14.14.1,"1.14.13,0.9950971007347107;1.17.1,0.0014097669627517462;4.1.99,0.0012736007338389754;1.14.19,0.0008836550405249;1.2.1,0.0002327656839042902",1.14.13,1.14.13.224,1.14.13,1.14.13.-|1.14.13.224;1.6.3.2;1.14.13.223;1.14.13.87;1.14.13.69;1.14.12.10;1.6.5.4;1.14.13.113;1.14.13.25;1.14.13.26;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.14.13.225;1.14.14.43|1.14.14.45;1.14.13.240;1.14.14.1,1.14.13;1.17.1;4.1.99;1.14.19;1.2.1,1.14.13,1.14.13.224,1.14.13,1.14.13.-|1.14.13.224;1.6.3.2;1.14.13.223;1.14.13.87;1.14.13.69;1.14.12.10;1.6.5.4;1.14.13.113;1.14.13.25;1.14.13.26;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.14.13.225;1.14.14.43|1.14.14.45;1.14.13.240;1.14.14.1,1.14.13;1.17.1;4.1.99;1.14.19;1.2.1,1.14.13,1.14.13.224,1.14.13,1.14.13.-|1.14.13.224;1.6.3.2;1.14.13.223;1.14.13.87;1.14.13.69;1.14.12.10;1.6.5.4;1.14.13.113;1.14.13.25;1.14.13.26;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.14.13.225;1.14.14.43|1.14.14.45;1.14.13.240;1.14.14.1,1.14.13;1.17.1;4.1.99;1.14.19;1.2.1,1.14.13,1.14.13.224,1.14.13,1.14.13.-|1.14.13.224;1.6.3.2;1.14.13.223;1.14.13.87;1.14.13.69;1.14.12.10;1.6.5.4;1.14.13.113;1.14.13.25;1.14.13.26;1.14.13.246;1.14.18.9;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.14.13.225;1.14.14.43|1.14.14.45;1.14.13.240;1.14.14.1,1.14.13;1.17.1;4.1.99;1.14.19;1.2.1,1.14.13,1.14.13.224
49729,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.224,1.14.13,1.14.13,1.14.13.224,1.14.13,1.14.13,1.14.13.224,1.14.13,1.14.13.224;1.6.3.2;1.14.13.217;1.14.14.43|1.14.14.45;1.14.14.1,"1.14.13,0.9999160766601562;4.1.99,3.800834383582696e-05;1.14.12,1.5426585378008895e-05;1.13.12,1.1130868188047316e-05;1.17.1,6.500470590253826e-06",1.14.13,1.14.13.224,1.14.13,1.14.13.224;1.6.3.2;1.14.13.217;1.14.14.43|1.14.14.45;1.14.14.1,1.14.13;4.1.99;1.14.12;1.13.12;1.17.1,1.14.13,1.14.13.224,1.14.13,1.14.13.224;1.6.3.2;1.14.13.217;1.14.14.43|1.14.14.45;1.14.14.1,1.14.13;4.1.99;1.14.12;1.13.12;1.17.1,1.14.13,1.14.13.224,1.14.13,1.14.13.224;1.6.3.2;1.14.13.217;1.14.14.43|1.14.14.45;1.14.14.1,1.14.13;4.1.99;1.14.12;1.13.12;1.17.1,1.14.13,1.14.13.224,1.14.13,1.14.13.224;1.6.3.2;1.14.13.217;1.14.14.43|1.14.14.45;1.14.14.1,1.14.13;4.1.99;1.14.12;1.13.12;1.17.1,1.14.13,1.14.13.224
49745,,,,,,,,,,,,,,,,,,1.14.19,1.14.13.224,1.14.13;1.13.11,1.14.19,1.14.13.224,1.14.13;1.13.11,1.14.19,1.14.13.224,1.14.13;1.13.11,1.14.13.224;1.14.14.117;1.2.2.4;1.2.3.4;1.13.12.24;1.13.12.17;1.14.13.217;1.14.12.1;1.14.12.13;1.3.3.3,"1.14.13,0.9979177117347717;1.13.12,0.0015217261388897896;1.13.11,0.0002154546236852184;4.1.99,7.694942178204656e-05;1.14.99,4.8964855523081496e-05",1.13.11,1.14.13.224,1.14.13;1.13.11,1.14.13.224;1.14.14.117;1.2.2.4;1.2.3.4;1.13.12.24;1.13.12.17;1.14.13.217;1.14.12.1;1.14.12.13;1.3.3.3,1.14.13;1.13.12;1.13.11;4.1.99;1.14.99,1.13.11,1.14.13.224,1.14.13;1.13.11,1.14.13.224;1.14.14.117;1.2.2.4;1.2.3.4;1.13.12.24;1.13.12.17;1.14.13.217;1.14.12.1;1.14.12.13;1.3.3.3,1.14.13;1.13.12;1.13.11;4.1.99;1.14.99,1.13.11,1.14.13.224,1.14.13;1.13.11,1.14.13.224;1.14.14.117;1.2.2.4;1.2.3.4;1.13.12.24;1.13.12.17;1.14.13.217;1.14.12.1;1.14.12.13;1.3.3.3,1.14.13;1.13.12;1.13.11;4.1.99;1.14.99,1.14.13,1.14.13.224,1.14.13;1.13.11,1.14.13.224;1.14.14.117;1.2.2.4;1.2.3.4;1.13.12.24;1.13.12.17;1.14.13.217;1.14.12.1;1.14.12.13;1.3.3.3,1.14.13;1.13.12;1.13.11;4.1.99;1.14.99,1.14.13,1.14.13.224
