reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_CLAIRE_predictions,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,CLAIRE_predictions,theia_Prediction,BEC-Pred_Prediction,ec
41425,,,,,,,,,,,,,,,,,,1.14.99,1.10.3.15,1.10.3,1.14.99,1.10.3.15,1.10.3,1.14.99,1.10.3.15,1.10.3,1.10.3.15;1.13.11.51;1.14.14.154;1.13.11.76;1.13.11.41;1.13.11.2;1.13.11.8;1.13.11.53,2.4.1;5.3.99;1.1.1;1.2.1,"1.10.3,0.9981348514556885;1.13.11,0.0005356632173061371;1.8.3,0.00038618265534751117;1.11.2,0.00022077193716540933;1.1.3,0.00017800770001485944",1.14.99,1.10.3.15,1.10.3,1.10.3.15;1.13.11.51;1.14.14.154;1.13.11.76;1.13.11.41;1.13.11.2;1.13.11.8;1.13.11.53,2.4.1;5.3.99;1.1.1;1.2.1,1.10.3;1.13.11;1.8.3;1.11.2;1.1.3,1.14.99,1.10.3.15,1.10.3,1.10.3.15;1.13.11.51;1.14.14.154;1.13.11.76;1.13.11.41;1.13.11.2;1.13.11.8;1.13.11.53,1.21.3;1.14.19;1.14.18;1.5.3,1.10.3;1.13.11;1.8.3;1.11.2;1.1.3,1.14.99,1.10.3.15,1.10.3,1.10.3.15;1.13.11.51;1.14.14.154;1.13.11.76;1.13.11.41;1.13.11.2;1.13.11.8;1.13.11.53,1.21.3;1.14.19;1.14.18;1.5.3,1.10.3;1.13.11;1.8.3;1.11.2;1.1.3,1.10.3,1.10.3.15,1.10.3,1.10.3.15;1.13.11.51;1.14.14.154;1.13.11.76;1.13.11.41;1.13.11.2;1.13.11.8;1.13.11.53,1.21.3;1.14.19;1.14.18;1.5.3,1.10.3;1.13.11;1.8.3;1.11.2;1.1.3,1.10.3,1.10.3.15
41473,,,,,,,,,,,,,,,,,,1.14.14,1.14.14.123,1.14.14,1.14.14,1.14.14.123,1.14.14,1.14.14,1.14.14.123,1.14.14,1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.19.56;1.14.14.46;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.123;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9;1.14.14.33,6.3.3;1.14.13;4.1.99;1.14.11,"1.14.14,0.9983782768249512;1.14.19,0.0011560108978301287;1.17.8,0.00017681957979220897;1.3.8,4.998790973331779e-05;1.5.8,4.116519630770199e-05",1.14.14,1.14.14.123,1.14.14,1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.19.56;1.14.14.46;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.123;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9;1.14.14.33,6.3.3;1.14.13;4.1.99;1.14.11,1.14.14;1.14.19;1.17.8;1.3.8;1.5.8,1.14.14,1.14.14.123,1.14.14,1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.19.56;1.14.14.46;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.123;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9;1.14.14.33,1.14.14;1.21.3;1.14.19;1.14.99,1.14.14;1.14.19;1.17.8;1.3.8;1.5.8,1.14.14,1.14.14.123,1.14.14,1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.19.56;1.14.14.46;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.123;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9;1.14.14.33,1.14.14;1.21.3;1.14.19;1.14.99,1.14.14;1.14.19;1.17.8;1.3.8;1.5.8,1.14.14,1.14.14.123,1.14.14,1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.19.56;1.14.14.46;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.123;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9;1.14.14.33,1.14.14;1.21.3;1.14.19;1.14.99,1.14.14;1.14.19;1.17.8;1.3.8;1.5.8,1.14.14,1.14.14.123
41537,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.303,2.1.1,2.1.1,2.1.1.303,2.1.1,2.1.1,2.1.1.303,2.1.1,2.1.1.302;2.1.1.6;2.1.1.232;2.1.1.240;2.1.1.4;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212|2.1.1.46;2.1.1.231;2.1.1.339;2.1.1.42;2.1.1.150;2.1.1.279;2.1.1.293;2.1.1.146;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.38;2.1.1.68;2.1.1.169|2.1.1.68;2.1.1.283;2.1.1.267;2.1.1.76;2.1.1.104;2.1.1.88;2.1.1.65;2.1.1.-|2.1.1.338;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.128,5.3.99;1.3.8;3.1.1;2.4.1,"2.1.1,0.9999411106109619;2.5.1,2.631770257721655e-05;3.13.2,1.6317222616635263e-05;2.3.1,3.826356987701729e-06;1.17.98,2.4459066025883658e-06",2.1.1,2.1.1.303,2.1.1,2.1.1.302;2.1.1.6;2.1.1.232;2.1.1.240;2.1.1.4;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212|2.1.1.46;2.1.1.231;2.1.1.339;2.1.1.42;2.1.1.150;2.1.1.279;2.1.1.293;2.1.1.146;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.38;2.1.1.68;2.1.1.169|2.1.1.68;2.1.1.283;2.1.1.267;2.1.1.76;2.1.1.104;2.1.1.88;2.1.1.65;2.1.1.-|2.1.1.338;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.128,5.3.99;1.3.8;3.1.1;2.4.1,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.303,2.1.1,2.1.1.302;2.1.1.6;2.1.1.232;2.1.1.240;2.1.1.4;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212|2.1.1.46;2.1.1.231;2.1.1.339;2.1.1.42;2.1.1.150;2.1.1.279;2.1.1.293;2.1.1.146;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.38;2.1.1.68;2.1.1.169|2.1.1.68;2.1.1.283;2.1.1.267;2.1.1.76;2.1.1.104;2.1.1.88;2.1.1.65;2.1.1.-|2.1.1.338;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.128,2.1.1;2.5.1;2.4.1;2.3.1,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.303,2.1.1,2.1.1.302;2.1.1.6;2.1.1.232;2.1.1.240;2.1.1.4;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212|2.1.1.46;2.1.1.231;2.1.1.339;2.1.1.42;2.1.1.150;2.1.1.279;2.1.1.293;2.1.1.146;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.38;2.1.1.68;2.1.1.169|2.1.1.68;2.1.1.283;2.1.1.267;2.1.1.76;2.1.1.104;2.1.1.88;2.1.1.65;2.1.1.-|2.1.1.338;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.128,2.1.1;2.5.1;2.4.1;2.3.1,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.303,2.1.1,2.1.1.302;2.1.1.6;2.1.1.232;2.1.1.240;2.1.1.4;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212|2.1.1.46;2.1.1.231;2.1.1.339;2.1.1.42;2.1.1.150;2.1.1.279;2.1.1.293;2.1.1.146;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.38;2.1.1.68;2.1.1.169|2.1.1.68;2.1.1.283;2.1.1.267;2.1.1.76;2.1.1.104;2.1.1.88;2.1.1.65;2.1.1.-|2.1.1.338;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.128,2.1.1;2.5.1;2.4.1;2.3.1,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.303
41941,,,,,,,,,,,,,,,,,,6.3.2,6.3.2.43,6.3.2,6.3.2,6.3.2.43,6.3.2,6.3.2,6.3.2.43,6.3.2,6.3.2.13;6.3.2.7;6.3.2.32;6.3.2.17,2.4.1;1.1.1;1.2.1;1.3.1,"6.3.2,0.9804337620735168;6.3.1,0.01190805621445179;6.3.4,0.0024401689879596233;3.4.13,0.001911294530145824;6.3.3,0.0008571134530939162",6.3.2,6.3.2.43,6.3.2,6.3.2.13;6.3.2.7;6.3.2.32;6.3.2.17,2.4.1;1.1.1;1.2.1;1.3.1,6.3.2;6.3.1;6.3.4;3.4.13;6.3.3,6.3.2,6.3.2.43,6.3.2,6.3.2.13;6.3.2.7;6.3.2.32;6.3.2.17,2.5.1;2.3.1;6.2.1;4.3.3,6.3.2;6.3.1;6.3.4;3.4.13;6.3.3,6.3.2,6.3.2.43,6.3.2,6.3.2.13;6.3.2.7;6.3.2.32;6.3.2.17,2.5.1;2.3.1;6.2.1;4.3.3,6.3.2;6.3.1;6.3.4;3.4.13;6.3.3,6.3.2,6.3.2.43,6.3.2,6.3.2.13;6.3.2.7;6.3.2.32;6.3.2.17,2.5.1;2.3.1;6.2.1;4.3.3,6.3.2;6.3.1;6.3.4;3.4.13;6.3.3,6.3.2,6.3.2.43
42289,,,,,,,,,,,,,,,,,,2.3.1,2.3.1.47,2.3.1,2.3.1,2.3.1.47,2.3.1,2.3.1,2.3.1.47,2.3.1,2.3.1.47,2.4.1;2.7.1;1.1.1;2.4.99,"2.3.1,0.9726091623306274;4.1.1,0.006236115004867315;2.3.3,0.005124334245920181;2.6.1,0.004281672183424234;6.2.1,0.004119213204830885",2.3.1,2.3.1.47,2.3.1,2.3.1.47,2.4.1;2.7.1;1.1.1;2.4.99,2.3.1;4.1.1;2.3.3;2.6.1;6.2.1,2.3.1,2.3.1.47,2.3.1,2.3.1.47,3.1.2;2.3.2;3.5.1;2.3.3,2.3.1;4.1.1;2.3.3;2.6.1;6.2.1,2.3.1,2.3.1.47,2.3.1,2.3.1.47,3.1.2;2.3.2;3.5.1;2.3.3,2.3.1;4.1.1;2.3.3;2.6.1;6.2.1,4.1.1,2.3.1.47,2.3.1,2.3.1.47,3.1.2;2.3.2;3.5.1;2.3.3,2.3.1;4.1.1;2.3.3;2.6.1;6.2.1,4.1.1,2.3.1.47
42449,,,,,,,,,,,,,,,,,,4.2.1,4.2.1.167,4.2.1,4.2.1,4.2.1.167,4.2.1,4.2.1,4.2.1.167,4.2.1,2.8.3.12;1.3.1.38;1.3.3.6;1.3.1.8;1.3.1.44;1.3.99.13;1.3.99.3;5.1.99.1;5.1.99.4;1.3.8.8;2.3.1.111;2.3.1.287;2.3.1.292;2.3.1.239;2.3.1.94;2.3.1.290;2.3.1.289;2.3.1.252;2.3.1.295;2.3.1.41;2.3.1.156,1.17.99;1.14.99;1.11.2;1.14.15,"4.2.1,0.7946820259094238;5.3.3,0.07346829026937485;2.8.3,0.02188308909535408;3.2.1,0.007951876148581505;1.17.99,0.007223568391054869",4.2.1,4.2.1.167,4.2.1,2.8.3.12;1.3.1.38;1.3.3.6;1.3.1.8;1.3.1.44;1.3.99.13;1.3.99.3;5.1.99.1;5.1.99.4;1.3.8.8;2.3.1.111;2.3.1.287;2.3.1.292;2.3.1.239;2.3.1.94;2.3.1.290;2.3.1.289;2.3.1.252;2.3.1.295;2.3.1.41;2.3.1.156,1.17.99;1.14.99;1.11.2;1.14.15,4.2.1;5.3.3;2.8.3;3.2.1;1.17.99,4.2.1,4.2.1.167,4.2.1,2.8.3.12;1.3.1.38;1.3.3.6;1.3.1.8;1.3.1.44;1.3.99.13;1.3.99.3;5.1.99.1;5.1.99.4;1.3.8.8;2.3.1.111;2.3.1.287;2.3.1.292;2.3.1.239;2.3.1.94;2.3.1.290;2.3.1.289;2.3.1.252;2.3.1.295;2.3.1.41;2.3.1.156,4.2.1;4.3.1;3.1.1;1.14.19,4.2.1;5.3.3;2.8.3;3.2.1;1.17.99,4.2.1,4.2.1.167,4.2.1,2.8.3.12;1.3.1.38;1.3.3.6;1.3.1.8;1.3.1.44;1.3.99.13;1.3.99.3;5.1.99.1;5.1.99.4;1.3.8.8;2.3.1.111;2.3.1.287;2.3.1.292;2.3.1.239;2.3.1.94;2.3.1.290;2.3.1.289;2.3.1.252;2.3.1.295;2.3.1.41;2.3.1.156,4.2.1;4.3.1;3.1.1;1.14.19,4.2.1;5.3.3;2.8.3;3.2.1;1.17.99,4.2.1,4.2.1.167,4.2.1,2.8.3.12;1.3.1.38;1.3.3.6;1.3.1.8;1.3.1.44;1.3.99.13;1.3.99.3;5.1.99.1;5.1.99.4;1.3.8.8;2.3.1.111;2.3.1.287;2.3.1.292;2.3.1.239;2.3.1.94;2.3.1.290;2.3.1.289;2.3.1.252;2.3.1.295;2.3.1.41;2.3.1.156,4.2.1;4.3.1;3.1.1;1.14.19,4.2.1;5.3.3;2.8.3;3.2.1;1.17.99,4.2.1,4.2.1.167
42533,,,,,,,,,,,,,,,,,,5.4.99,5.4.99.25,5.4.99,5.4.99,5.4.99.25,5.4.99,5.4.99,5.4.99.25,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,2.1.1;2.5.1;2.8.4;2.3.1,"5.4.99,0.9996472597122192;2.4.2,0.00033126710331998765;3.2.2,7.364741577475797e-06;1.3.1,2.136578359568375e-06;2.3.1,1.5471352980966913e-06",5.4.99,5.4.99.25,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,2.1.1;2.5.1;2.8.4;2.3.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.25,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,5.4.99;5.1.2;5.3.99;5.3.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.25,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,5.4.99;5.1.2;5.3.99;5.3.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.25,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,5.4.99;5.1.2;5.3.99;5.3.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.25
42565,,,,,,,,,,,,,,,,,,5.4.99,5.4.99.45,5.4.99,5.4.99,5.4.99.45,5.4.99,5.4.99,5.4.99.45,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,4.1.2;1.1.99;5.5.1;4.1.3,"5.4.99,0.9996472597122192;2.4.2,0.00033126710331998765;3.2.2,7.364741577475797e-06;1.3.1,2.136578359568375e-06;2.3.1,1.5471352980966913e-06",5.4.99,5.4.99.45,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,4.1.2;1.1.99;5.5.1;4.1.3,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.45,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,4.2.1;4.2.3;2.5.1;4.4.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.45,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,4.2.1;4.2.3;2.5.1;4.4.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.45,5.4.99,5.4.99.25;5.4.99.22;5.4.99.19;5.4.99.21;5.4.99.24;5.4.99.20;5.4.99.23,4.2.1;4.2.3;2.5.1;4.4.1,5.4.99;2.4.2;3.2.2;1.3.1;2.3.1,5.4.99,5.4.99.45
42625,,,,,,,,,,,,,,,,,,3.5.1,3.5.1.110,5.4.4,3.5.1,3.5.1.110,5.4.4,3.5.1,3.5.1.110,5.4.4,3.5.1.110;3.5.1.54;3.5.1.10|3.5.1.110;3.5.1.116|3.5.3.19;3.5.1.6;6.3.3.5;3.5.1.84;3.5.1.53;3.5.1.87;3.5.1.77;3.5.1.110|4.2.1.104,2.1.1;2.5.1;2.4.99;2.8.2,"3.5.1,0.9804471731185913;3.5.2,0.0039856224320828915;3.5.4,0.003941467497497797;3.5.3,0.0021982837934046984;4.2.1,0.002116933697834611",3.5.1,3.5.1.110,5.4.4,3.5.1.110;3.5.1.54;3.5.1.10|3.5.1.110;3.5.1.116|3.5.3.19;3.5.1.6;6.3.3.5;3.5.1.84;3.5.1.53;3.5.1.87;3.5.1.77;3.5.1.110|4.2.1.104,2.1.1;2.5.1;2.4.99;2.8.2,3.5.1;3.5.2;3.5.4;3.5.3;4.2.1,3.5.1,3.5.1.110,5.4.4,3.5.1.110;3.5.1.54;3.5.1.10|3.5.1.110;3.5.1.116|3.5.3.19;3.5.1.6;6.3.3.5;3.5.1.84;3.5.1.53;3.5.1.87;3.5.1.77;3.5.1.110|4.2.1.104,3.5.1;3.4.13;3.5.3;3.1.2,3.5.1;3.5.2;3.5.4;3.5.3;4.2.1,3.5.1,3.5.1.110,5.4.4,3.5.1.110;3.5.1.54;3.5.1.10|3.5.1.110;3.5.1.116|3.5.3.19;3.5.1.6;6.3.3.5;3.5.1.84;3.5.1.53;3.5.1.87;3.5.1.77;3.5.1.110|4.2.1.104,3.5.1;3.4.13;3.5.3;3.1.2,3.5.1;3.5.2;3.5.4;3.5.3;4.2.1,3.5.1,3.5.1.110,5.4.4,3.5.1.110;3.5.1.54;3.5.1.10|3.5.1.110;3.5.1.116|3.5.3.19;3.5.1.6;6.3.3.5;3.5.1.84;3.5.1.53;3.5.1.87;3.5.1.77;3.5.1.110|4.2.1.104,3.5.1;3.4.13;3.5.3;3.1.2,3.5.1;3.5.2;3.5.4;3.5.3;4.2.1,3.5.1,3.5.1.110
42729,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.168,2.1.1,2.1.1,2.1.1.168,2.1.1,2.1.1,2.1.1.168,2.1.1,2.1.1.166;2.1.1.168,1.14.14;1.14.13;1.14.19;4.1.99,"2.1.1,0.9999003410339355;3.13.2,2.9237004127935506e-05;2.5.1,2.331132782273926e-05;2.3.1,1.1658092262223363e-05;1.17.98,7.947028279886581e-06",2.1.1,2.1.1.168,2.1.1,2.1.1.166;2.1.1.168,1.14.14;1.14.13;1.14.19;4.1.99,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.168,2.1.1,2.1.1.166;2.1.1.168,2.1.1;2.5.1;1.17.7;2.4.1,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.168,2.1.1,2.1.1.166;2.1.1.168,2.1.1;2.5.1;1.17.7;2.4.1,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.168,2.1.1,2.1.1.166;2.1.1.168,2.1.1;2.5.1;1.17.7;2.4.1,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.168
42737,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.172,2.1.1,2.1.1,2.1.1.172,2.1.1,2.1.1,2.1.1.172,2.1.1,2.1.1.173;2.1.1.172,2.7.13;2.7.4;3.4.15;2.7.10,"2.1.1,0.9997641444206238;3.13.2,5.775869794888422e-05;2.5.1,5.5007083574309945e-05;2.3.1,5.32804879185278e-05;1.17.98,1.6338748537236825e-05",2.1.1,2.1.1.172,2.1.1,2.1.1.173;2.1.1.172,2.7.13;2.7.4;3.4.15;2.7.10,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.172,2.1.1,2.1.1.173;2.1.1.172,2.1.1;2.4.1;1.17.7;2.5.1,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.172,2.1.1,2.1.1.173;2.1.1.172,2.1.1;2.4.1;1.17.7;2.5.1,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.172,2.1.1,2.1.1.173;2.1.1.172,2.1.1;2.4.1;1.17.7;2.5.1,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98,2.1.1,2.1.1.172
42753,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.177,2.1.1,2.1.1,2.1.1.177,2.1.1,2.1.1,2.1.1.177,2.1.1,2.1.1.177,1.3.8;2.5.1;3.1.1;2.1.1,"2.1.1,0.9986094236373901;2.5.1,0.0011221719905734062;2.3.1,9.184638474835083e-05;4.4.1,5.021935794502497e-05;3.13.2,4.622013875632547e-05",2.1.1,2.1.1.177,2.1.1,2.1.1.177,1.3.8;2.5.1;3.1.1;2.1.1,2.1.1;2.5.1;2.3.1;4.4.1;3.13.2,2.1.1,2.1.1.177,2.1.1,2.1.1.177,2.1.1;2.5.1;2.4.1;1.17.7,2.1.1;2.5.1;2.3.1;4.4.1;3.13.2,2.1.1,2.1.1.177,2.1.1,2.1.1.177,2.1.1;2.5.1;2.4.1;1.17.7,2.1.1;2.5.1;2.3.1;4.4.1;3.13.2,2.1.1,2.1.1.177,2.1.1,2.1.1.177,2.1.1;2.5.1;2.4.1;1.17.7,2.1.1;2.5.1;2.3.1;4.4.1;3.13.2,2.1.1,2.1.1.177
42761,,,,,,,,,,,,,,,,,,1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1.3|1.2.1.9;1.2.1.9|1.2.1.90;1.6.5.4,2.1.1;2.5.1;2.4.99;7.2.1,"1.2.1,0.9937936067581177;1.1.1,0.00262163276784122;1.17.1,0.0013984821271151304;1.11.1,0.000277153478236869;4.1.99,0.00021473555534612387",1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1.3|1.2.1.9;1.2.1.9|1.2.1.90;1.6.5.4,2.1.1;2.5.1;2.4.99;7.2.1,1.2.1;1.1.1;1.17.1;1.11.1;4.1.99,1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1.3|1.2.1.9;1.2.1.9|1.2.1.90;1.6.5.4,1.2.1;2.4.1;2.3.1;2.1.1,1.2.1;1.1.1;1.17.1;1.11.1;4.1.99,1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1.3|1.2.1.9;1.2.1.9|1.2.1.90;1.6.5.4,1.2.1;2.4.1;2.3.1;2.1.1,1.2.1;1.1.1;1.17.1;1.11.1;4.1.99,1.2.1,1.2.1.90,1.2.1;1.1.1,1.2.1.3|1.2.1.9;1.2.1.9|1.2.1.90;1.6.5.4,1.2.1;2.4.1;2.3.1;2.1.1,1.2.1;1.1.1;1.17.1;1.11.1;4.1.99,1.2.1,1.2.1.90
42781,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.183,2.1.1,2.1.1,2.1.1.183,2.1.1,2.1.1,2.1.1.183,2.1.1,2.1.1.137;2.1.1.184;2.1.1.181;2.1.1.223,2.4.1;4.2.2;2.4.99;3.1.1,"2.1.1,0.9998477697372437;2.5.1,4.787011130247265e-05;3.13.2,3.359601032570936e-05;2.3.1,2.9018745408393443e-05;1.17.98,9.62258218351053e-06",2.1.1,2.1.1.183,2.1.1,2.1.1.137;2.1.1.184;2.1.1.181;2.1.1.223,2.4.1;4.2.2;2.4.99;3.1.1,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.183,2.1.1,2.1.1.137;2.1.1.184;2.1.1.181;2.1.1.223,2.1.1;2.5.1;2.4.1;1.17.7,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.183,2.1.1,2.1.1.137;2.1.1.184;2.1.1.181;2.1.1.223,2.1.1;2.5.1;2.4.1;1.17.7,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.183,2.1.1,2.1.1.137;2.1.1.184;2.1.1.181;2.1.1.223,2.1.1;2.5.1;2.4.1;1.17.7,2.1.1;2.5.1;3.13.2;2.3.1;1.17.98,2.1.1,2.1.1.183
